DESTINO;ORIGEN; CANTI ; FOBDOL ; FOBPES 
ABW;BAQ;14.516,00;2.334,00;9.765.830,00
ABW;BAQ;3.024,00;1.730,00;7.128.672,00
ABW;BAQ;3.595,00;4.324,00;18.374.673,00
ABW;BAQ;50;15;63.045,00
ABW;BAQ;2.000,00;356;1.506.097,00
ABW;BAQ;2.000,00;130;549.979,00
ABW;BAQ;187;520;2.145.606,00
ABW;BAQ;31;142;585.128,00
ABW;BAQ;2;400;1.699.600,00
ABW;BAQ;1;150;640.324,00
ABW;BAQ;140;39;162.352,00
ABW;BAQ;360;2.416,00;10.601.943,00
ABW;BAQ;5.803,00;13.471,00;59.094.758,00
ABW;BAQ;1.732,00;2.417,00;10.606.285,00
ABW;BAQ;59;494;2.170.036,00
ABW;BAQ;9.026,00;7.167,00;29.055.405,00
ABW;BAQ;1.856,00;1.473,00;5.972.485,00
ABW;BAQ;720;9.134,00;40.071.393,00
ABW;BAQ;138;3.660,00;16.055.921,00
ABW;BAQ;22.947,00;28.217,00;123.780.227,00
ARG;BAQ;1.500,00;76.000,00;313.167.120,00
ARG;BAQ;7.500.000,00;2.388.016,00;9.680.445.159,00
ARG;BAQ;16;15.400,00;66.336.866,00
ARG;BOG;3;78;332.537,00
ARG;CTG;3.104,00;114.575,00;481.390.299,00
ARG;CTG;8.064,00;85.495,00;359.212.958,00
ARG;CTG;48.000,00;120.824,00;530.013.807,00
AUS;BAQ;6.442.818,00;470.573,00;1.968.333.911,00
AUS;BAQ;5.000,00;360;1.574.310,00
AUS;CTG;10.325.000,00;48.781,00;197.747.480,00
AUS;CTG;1.996,00;40.740,00;165.150.182,00
AUS;CTG;1.060,00;21.009,00;89.053.999,00
BGD;BAQ;107.610,00;34.529,00;143.469.247,00
BGD;BAQ;285.850,00;92.382,00;392.212.293,00
BRB;BAQ;2.618,00;107.847,00;456.258.850,00
BRB;BAQ;484;26.426,00;111.715.629,00
BRB;BAQ;74;5.490,00;23.209.470,00
BRB;BAQ;773;8.782,00;37.156.601,00
BRB;BAQ;2.369,00;17.400,00;75.856.001,00
BRB;BAQ;15;14.063,00;59.517.495,00
BEL;BAQ;3.457.960,00;169.142,00;708.199.245,00
BOL;BAQ;12.330,00;106.503,00;467.194.336,00
BOL;BAQ;57.255,00;475.405,00;1.974.267.339,00
BOL;BOG;257;9.635,00;40.764.042,00
BOL;CTG;1.337,00;49.265,00;209.330.214,00
BOL;CTG;732.718,00;746.744,00;3.032.400.600,00
BRA;BOG;10;20.913,00;88.126.754,00
BRA;CTG;24.214,00;46.265,00;202.952.816,00
BRA;CTG;113.369,00;164.203,00;687.523.162,00
BRA;CTG;288.000,00;2.661.120,00;11.673.428.659,00
BRA;CTG;216.000,00;740.880,00;3.249.988.661,00
BRA;CTG;8.640,00;92.023,00;401.166.025,00
BRA;CTG;183.736,00;282.817,00;1.222.178.801,00
BRA;CTG;212.766,00;314.212,00;1.316.395.376,00
BRA;CTG;48.987,00;367.655,00;1.553.742.437,00
BRA;CTG;80.324,00;117.472,00;505.172.200,00
BRA;CTG;49.058,00;371.877,00;1.573.270.532,00
BRA;CTG;111.511,00;166.386,00;721.741.908,00
BRA;CTG;135.360,00;1.121.097,00;4.917.873.998,00
BRA;CTG;72.000,00;179.280,00;786.440.404,00
BRA;CTG;24.987,00;185.901,00;815.484.963,00
BRA;CTG;24.900,00;184.916,00;811.164.103,00
CYM;BAQ;7.775,00;64.244,00;281.820.664,00
CYM;BAQ;7.250,00;103.845,00;441.238.807,00
CYM;BAQ;7.350,00;89.952,00;394.592.963,00
CAN;BOG;1;2.000,00;8.427.940,00
CAN;CTG;688;78.624,00;344.900.265,00
CAN;CTG;1.456,00;153.190,00;626.142.598,00
CAN;CTG;4.358.800,00;405.106,00;1.717.185.264,00
KOR;BAQ;18.980,00;29.884,00;126.674.302,00
KOR;BAQ;20.623,00;155.135,00;628.880.341,00
KOR;BAQ;15.200,00;479.408,00;1.991.911.476,00
KOR;BAQ;19.472,00;149.756,00;636.421.398,00
KOR;BAQ;21.839,00;31.583,00;133.616.921,00
KOR;BAQ;20.020,00;149.821,00;657.217.823,00
KOR;BAQ;23.900,00;39.196,00;166.145.964,00
KOR;CTG;7.322.100,00;243.005,00;1.065.983.823,00
KOR;CTG;70.000,00;301.000,00;1.273.822.970,00
KOR;CTG;70.000,00;301.000,00;1.264.660.530,00
KOR;CTG;76.000,00;326.080,00;1.382.294.150,00
KOR;CTG;144.000,00;601.920,00;2.480.283.590,00
KOR;CTG;19.673,00;146.400,00;603.259.715,00
CRI;BAQ;75;2.945,00;12.408.424,00
CRI;BAQ;630;28.826,00;121.858.744,00
CRI;BAQ;49.010,00;68.705,00;283.110.576,00
CRI;BAQ;145;610;2.573.711,00
CRI;BAQ;63;1.917,00;8.075.657,00
CRI;BAQ;25.085,00;24.539,00;99.652.118,00
CRI;BAQ;399;1.152,00;4.681.446,00
CRI;BAQ;60;1.057,00;4.454.803,00
CRI;BAQ;356;14.739,00;62.626.435,00
CRI;BAQ;25.000,00;9.240,00;40.532.738,00
CRI;BAQ;15;18;72.967,00
CRI;BAQ;9.720,00;54.738,00;231.575.130,00
CRI;BAQ;1.115,00;46.519,00;196.806.115,00
CRI;BAQ;1.380,00;34.983,00;144.152.473,00
CRI;BAQ;7.570,00;7.247,00;30.638.009,00
CRI;BAQ;98;58;235.118,00
CRI;BAQ;400;1.998,00;8.099.412,00
CRI;BAQ;1.283,00;1.409,00;5.715.761,00
CRI;BAQ;868;6.046,00;24.512.721,00
CRI;BAQ;366;5.442,00;22.062.264,00
CRI;BAQ;1.678,00;19.605,00;79.476.964,00
CRI;BAQ;197;347;1.406.654,00
CRI;BAQ;217;467;1.893.349,00
CRI;BAQ;0;1;4.175,00
CRI;BAQ;2;2;8.350,00
CRI;BAQ;2;2;8.229,00
CRI;BAQ;9.699,00;13.275,00;54.704.691,00
CRI;BAQ;2.352,00;20.187,00;88.555.303,00
CRI;BAQ;10.449,00;15.643,00;68.622.891,00
CUB;BAQ;900;61.219,00;252.264.068,00
CUB;BAQ;7.360,00;16.095,00;67.393.610,00
CUB;BOG;920;2.010,00;8.149.233,00
CUB;CTG;2.000,00;2.608,00;10.750.367,00
CUB;CTG;9.200,00;21.592,00;89.424.821,00
CUB;CTG;50.000,00;77.000,00;318.890.110,00
CUW;BAQ;13.809,00;12.639,00;52.083.812,00
CUW;BAQ;21.884,00;8.934,00;36.813.619,00
CUW;BAQ;6.030,00;2.402,00;10.161.925,00
CUW;BAQ;15;4.278,00;18.098.549,00
CUW;BAQ;1.226,00;48.726,00;206.544.833,00
CUW;BAQ;336;228;968.492,00
CUW;BAQ;82.080,00;43.200,00;182.364.048,00
CUW;BAQ;2;1.234,00;5.212.572,00
CUW;BAQ;52;1.127,00;4.758.350,00
CUW;BAQ;2;640;2.701.689,00
CUW;BAQ;1;500;2.110.695,00
CUW;BAQ;1;230;970.919,00
CUW;BAQ;4;900;3.799.251,00
CUW;BAQ;5;125;527.673,00
CUW;BAQ;1;450;1.899.625,00
CUW;BAQ;2;100;422.139,00
CUW;BAQ;1;150;633.208,00
CUW;BAQ;2;400;1.688.556,00
CUW;BAQ;240;485;2.049.906,00
CUW;BAQ;10;3.068,00;12.951.731,00
CUW;BAQ;3;16;69.441,00
CUW;BAQ;8;666;2.811.445,00
CUW;BAQ;288;1.296,00;5.470.921,00
CUW;BAQ;100;50;214.446,00
CUW;BAQ;10;16;69.441,00
CUW;BAQ;80;89;376.125,00
CUW;BAQ;72;253;1.068.349,00
CUW;BAQ;10;76;320.825,00
CUW;BAQ;200;92;388.367,00
CUW;BAQ;3.000,00;15;64.122,00
CUW;BAQ;2.150,00;46;198.278,00
CUW;BAQ;41.040,00;21.600,00;91.182.024,00
CUW;BAQ;25.569,00;33.134,00;140.451.751,00
CUW;BAQ;6.750,00;1.800,00;7.454.574,00
CUW;BAQ;1.445,00;838;3.542.975,00
CUW;BAQ;14.598,00;9.342,00;39.495.321,00
CUW;BAQ;120;468;1.978.418,00
CUW;BAQ;1.620,00;1.360,00;5.752.632,00
CUW;BAQ;1.536,00;1.152,00;4.869.953,00
CUW;BAQ;97;300;1.271.655,00
CUW;BAQ;4.023,00;28.322,00;116.707.166,00
CUW;BAQ;13.083,00;48.900,00;201.501.490,00
CUW;BAQ;6.954,00;35.477,00;146.188.142,00
CUW;BAQ;809;2.266,00;9.340.374,00
CUW;BAQ;535;2.221,00;9.153.957,00
CUW;BAQ;625;711;2.930.790,00
CUW;BAQ;1.775,00;3.317,00;13.668.384,00
CUW;BAQ;1.200,00;1.380,00;5.686.455,00
CUW;BAQ;3.210,00;3.210,00;13.227.190,00
CUW;BAQ;1.000,00;1.150,00;4.738.713,00
CUW;BAQ;1.100,00;3.172,00;13.071.430,00
CUW;BAQ;70;1.501,00;6.186.863,00
CUW;BAQ;40;52;214.272,00
CUW;BAQ;150;933;3.844.538,00
CUW;BAQ;170;756;3.115.188,00
CUW;BAQ;1.440,00;453;1.866.640,00
CUW;BAQ;9.074,00;5.438,00;22.410.609,00
CUW;BAQ;1.537,00;2.955,00;12.177.874,00
CUW;BAQ;6.270,00;14.569,00;60.037.227,00
CUW;BAQ;976;19.632,00;80.896.011,00
CUW;BAQ;67;219;906.973,00
CUW;BAQ;4.000,00;21.830,00;89.954.782,00
CUW;BAQ;1.500,00;1.140,00;4.697.506,00
CUW;BAQ;150;25;106.311,00
CUW;BAQ;8;1.230,00;5.093.958,00
CUW;BAQ;2;75;310.607,00
CUW;BAQ;60;81;333.770,00
CUW;BAQ;20;2.065,00;8.548.619,00
CUW;BAQ;20;440;1.813.072,00
CUW;BAQ;1;46;190.372,00
CUW;BAQ;20;65;269.192,00
CUW;BAQ;11;770;3.188.901,00
CUW;BAQ;24;3.636,00;14.985.046,00
CUW;BAQ;10;3.240,00;13.353.981,00
CUW;BAQ;1;69;285.558,00
CUW;BAQ;20.520,00;10.800,00;45.591.012,00
CUW;BAQ;8.093,00;2.810,00;11.578.942,00
CUW;BAQ;60;207;882.942,00
CUW;BAQ;11.000,00;8.384,00;36.777.757,00
CUW;BAQ;960;360;1.490.914,00
CUW;BAQ;390;1.177,00;5.004.897,00
CUW;BAQ;200;220;911.114,00
CUW;BAQ;105;583;2.480.566,00
CUW;BAQ;114;309;1.315.065,00
CUW;BAQ;12.041,00;30.993,00;131.692.953,00
CUW;BAQ;480;1.070,00;4.546.430,00
CUW;BAQ;2.174,00;5.896,00;25.052.528,00
CUW;BAQ;2.500,00;1.624,00;7.123.935,00
CUW;BAQ;11.376,00;7.507,00;31.901.152,00
CUW;BAQ;1.500,00;750;3.106.072,00
CUW;BAQ;4;1;4.386,00
CUW;BAQ;1.350,00;1.250,00;5.176.787,00
CUW;BAQ;3.295,00;275;1.138.893,00
CUW;BAQ;50;12;52.639,00
CUW;BAQ;615;880;3.860.260,00
CUW;BAQ;2.410,00;772;3.386.501,00
CUW;BAQ;30;510;2.112.129,00
CUW;BAQ;70;220;914.800,00
CUW;BAQ;15;1.485,00;6.514.190,00
CUW;BAQ;6;847;3.719.010,00
CUW;BAQ;2;1.722,00;7.553.828,00
CUW;BAQ;6;156;684.318,00
CUW;BAQ;3;25;109.666,00
CUW;BAQ;23.678,00;19.234,00;78.109.658,00
CUW;BAQ;1.300,00;111;486.919,00
CUW;BAQ;300;3;15.530,00
CUW;BAQ;1;150;621.214,00
CUW;BAQ;64;2.385,00;10.462.184,00
CUW;BAQ;152;3.580,00;15.704.242,00
CUW;BAQ;1;137;567.375,00
CUW;BAQ;1;2.910,00;12.765.180,00
CUW;BAQ;46;345;1.428.793,00
CUW;BAQ;190;18.497,00;76.606.639,00
CUW;BAQ;3;291;1.276.518,00
CUW;BAQ;3.600,00;2.880,00;11.927.318,00
CUW;BAQ;4.680,00;3.390,00;14.039.447,00
CUW;BAQ;2.380,00;5.441,00;23.123.224,00
CUW;BAQ;750;2.702,00;11.191.220,00
CUW;BAQ;210;1.968,00;8.154.144,00
CUW;BAQ;60;581;2.409.483,00
CUW;BAQ;24.086,00;13.403,00;56.600.427,00
CUW;BAQ;1.040,00;718;2.976.735,00
CUW;BAQ;460;14.544,00;61.810.757,00
CUW;BAQ;25;2.570,00;10.589.993,00
CUW;BAQ;1;524;2.228.547,00
CUW;BAQ;525;1.272,00;5.271.377,00
CUW;BAQ;160;1.831,00;7.750.853,00
CUW;BAQ;16;4.088,00;17.300.420,00
CUW;BAQ;4;10;42.319,00
CUW;BAQ;2;242;1.026.252,00
CUW;BAQ;1;7;31.739,00
CUW;BAQ;1;70;296.237,00
CUW;BAQ;1;10;42.319,00
CUW;BAQ;1;37;158.698,00
CUW;BAQ;1;10;42.319,00
CUW;BAQ;1;225;952.193,00
CUW;BAQ;3.402,00;4.350,00;17.924.697,00
CUW;BAQ;1.500,00;2.218,00;9.139.535,00
CUW;BAQ;13.500,00;20.880,00;86.038.545,00
CUW;BAQ;1;1.048,00;4.598.360,00
CUW;BAQ;121.530,00;25.370,00;107.800.699,00
CUW;BAQ;13.590,00;5.432,00;22.383.207,00
CHL;BAQ;23.000,00;29.292,00;122.646.273,00
CHL;BAQ;24.310,00;307.607,00;1.330.144.759,00
CHL;BAQ;700;29.289,00;128.011.961,00
CHL;BAQ;21.060,00;44.132,00;185.421.922,00
CHL;BAQ;353;69.704,00;295.468.191,00
CHL;BAQ;147;25.685,00;109.139.559,00
CHL;BAQ;24.610,00;19.688,00;86.364.562,00
CHL;BAQ;1;7.680,00;31.909.939,00
CHL;BAQ;22.230,00;33.621,00;140.771.840,00
CHL;BAQ;20.880,00;28.076,00;117.962.156,00
CHL;BAQ;29.296,00;20.616,00;88.287.787,00
CHL;BAQ;7.549,00;29.402,00;128.977.279,00
CHL;BAQ;64.536,00;64.495,00;272.306.861,00
CHL;BAQ;33.000.000,00;3.999.465,00;16.212.871.644,00
CHL;BOG;200;27.851,00;117.591.033,00
CHL;BOG;18;199;840.195,00
CHL;BOG;88;2.389,00;10.069.281,00
CHL;BOG;1.715,00;98.677,00;417.599.711,00
CHL;BOG;15;41.841,00;175.800.166,00
CHL;BOG;5;7.453,00;31.315.263,00
CHL;CTG;62.306,00;26.463,00;111.477.915,00
CHL;CTG;20.280,00;43.887,00;186.508.042,00
CHL;CTG;1.331,00;46.379,00;195.439.714,00
CHL;CTG;6.842,00;31.104,00;129.235.253,00
CHL;CTG;41.600,00;89.121,00;378.740.274,00
CHL;CTG;2.565,00;117.662,00;499.947.665,00
CHL;CTG;20.760,00;45.749,00;191.553.404,00
CHL;CTG;1.818,00;44.280,00;186.954.145,00
CHL;CTG;182.000,00;131.950,00;557.804.110,00
CHN;BAQ;22.110,00;183.390,00;777.364.651,00
CHN;BAQ;19.702,00;158.724,00;643.432.407,00
CHN;BAQ;88.996,00;589.558,00;2.485.612.448,00
CHN;BAQ;40.236,00;292.116,00;1.213.725.409,00
CHN;BAQ;48.000,00;543.965,00;2.305.786.040,00
CHN;BAQ;937.660,00;41.809,00;177.646.441,00
CHN;BAQ;32.060,00;1.703,00;7.236.047,00
CHN;BAQ;320.880,00;2.414.037,00;10.198.572.786,00
CHN;BAQ;76.979,00;414.347,00;1.764.136.151,00
CHN;BAQ;112.827,00;185.040,00;780.691.997,00
CHN;BAQ;339.614,00;2.598.838,00;11.059.850.526,00
CHN;BAQ;20.116,00;110.024,00;466.378.496,00
CHN;BAQ;91.178,00;151.431,00;640.965.426,00
CHN;BAQ;543.890,00;390.503,00;1.622.909.862,00
CHN;BAQ;30;8.770,00;37.263.730,00
CHN;BAQ;200.099,00;54.460,00;231.571.840,00
CHN;BAQ;432.602,00;114.118,00;492.660.201,00
CHN;BAQ;48;17.082,00;74.935.645,00
CHN;BAQ;102.660,00;34.070,00;148.157.008,00
CHN;BAQ;175.370,00;66.298,00;284.204.903,00
CHN;CTG;22.700,00;117.846,00;499.531.517,00
CHN;CTG;21.022,00;162.148,00;658.459.117,00
CHN;CTG;22.098,00;114.442,00;475.503.341,00
CHN;CTG;42.133,00;334.254,00;1.415.754.813,00
CHN;CTG;103.539,00;831.634,00;3.517.189.109,00
CHN;CTG;41.208,00;222.627,00;945.944.587,00
CHN;CTG;47.000,00;10.011,00;42.352.636,00
CHN;CTG;49.480,00;17.326,00;73.444.731,00
TWN;BAQ;9.509,00;44.340,00;188.537.670,00
TWN;BAQ;27.336,00;51.938,00;220.686.261,00
TWN;BAQ;20.037,00;30.381,00;128.532.996,00
TWN;BAQ;6.644,00;30.240,00;127.933.688,00
ECU;BAQ;10.800,00;93.744,00;395.795.605,00
ECU;BAQ;9.026,00;108.157,00;447.924.644,00
ECU;BAQ;3.114,00;25.920,00;107.345.865,00
ECU;BAQ;135.000,00;89.955,00;379.067.671,00
ECU;BAQ;66.632,00;102.582,00;416.569.037,00
ECU;BAQ;11.520,00;157.017,00;667.652.966,00
ECU;BAQ;3.504,00;29.561,00;125.696.712,00
ECU;BAQ;417;16.552,00;72.160.668,00
ECU;BAQ;428;20.328,00;88.621.763,00
ECU;BAQ;194;18.010,00;78.512.794,00
ECU;BAQ;210;11.536,00;50.293.395,00
ECU;BAQ;902;13.930,00;60.726.659,00
ECU;BAQ;325;6.739,00;29.378.606,00
ECU;BAQ;1.416,00;66.543,00;290.090.562,00
ECU;BAQ;3;3.481,00;14.727.007,00
ECU;BOG;1;9.600,00;38.916.096,00
ECU;BOG;1.123,00;37.936,00;162.845.772,00
ECU;BOG;1;8.000,00;33.711.760,00
ECU;BOG;186;13.041,00;55.055.072,00
ECU;CTG;406;7.015,00;29.618.890,00
ECU;CTG;7.661,00;28.327,00;119.599.270,00
ECU;CTG;126;3.172,00;13.393.820,00
ECU;CTG;120.000,00;285.325,00;1.251.623.765,00
ECU;CTG;324.000,00;217.266,00;931.214.921,00
ECU;CTG;4.562,00;217.507,00;921.980.097,00
ECU;CTG;7.644,00;351.948,00;1.465.059.727,00
ECU;CTG;24.000,00;65.081,00;285.488.219,00
ECU;CTG;22.120,00;96.443,00;405.208.998,00
ECU;CTG;3.119,00;43.184,00;189.437.473,00
ECU;CTG;8.488,00;109.065,00;478.434.187,00
ECU;IPI;975;24.525,00;104.225.837,00
ECU;IPI;885;79.513,00;346.208.752,00
ECU;IPI;805;45.767,00;192.608.167,00
ECU;IPI;258;30.511,00;126.772.662,00
ECU;IPI;1.627,00;332.418,00;1.449.145.470,00
ECU;IPI;2.101,00;462.610,00;1.952.076.849,00
ECU;IPI;30.704,00;508.537,00;2.125.403.528,00
ECU;IPI;48;3.078,00;12.502.727,00
ECU;IPI;1.776,00;106.313,00;450.115.662,00
ECU;IPI;1.937,00;14.747,00;61.747.301,00
ECU;IPI;1.185,00;285.222,00;1.193.381.619,00
ECU;IPI;385;24.074,00;103.306.711,00
ECU;IPI;113;5.825,00;25.397.472,00
ECU;IPI;20.954,00;530.100,00;2.262.713.530,00
ECU;IPI;96;9.777,00;42.623.292,00
ECU;IPI;8.420,00;158.857,00;692.521.511,00
SLV;BAQ;434;12.470,00;52.858.459,00
SLV;BAQ;70;2.100,00;9.211.986,00
SLV;BAQ;840;16.165,00;66.947.541,00
SLV;CTG;6.465,00;9.750,00;41.262.215,00
SLV;CTG;480;6.067,00;25.780.510,00
SLV;CTG;552;14.594,00;62.013.475,00
SLV;CTG;2.767,00;10.660,00;45.296.804,00
ESP;BAQ;24.700,00;64.112,00;279.489.852,00
ESP;BAQ;41;14.416,00;59.704.925,00
ESP;BOG;20;80;339.976,00
ESP;BOG;95;350;1.487.398,00
ESP;BOG;35;115;488.716,00
ESP;BOG;120;52;220.984,00
ESP;BOG;232;66;280.693,00
ESP;BOG;36;10;42.497,00
ESP;BOG;19;88;373.974,00
ESP;BOG;11;9;38.247,00
ESP;BOG;10;30;127.491,00
ESP;BOG;15;75;318.728,00
ESP;BOG;4;20;84.994,00
ESP;BOG;10;50;212.485,00
ESP;BOG;50;5;21.248,00
ESP;CTG;46.194,00;61.409,00;259.555.847,00
ESP;CTG;1.304,00;65.008,00;263.986.436,00
ESP;CTG;78.059,00;63.986,00;259.839.354,00
ESP;CTG;55.883,00;56.207,00;246.563.981,00
ESP;CTG;27.726,00;59.706,00;261.911.632,00
ESP;CTG;21.860,00;137.772,00;581.589.596,00
ESP;CTG;49.858,00;60.932,00;255.124.442,00
ESP;CTG;4;38.300,00;168.009.078,00
ESP;CTG;26.741,00;36.398,00;149.984.304,00
SVN;BAQ;25;18.949,00;80.107.772,00
USA;BAQ;436.463,00;438.776,00;1.855.859.709,00
USA;BAQ;58.770,00;72.340,00;305.779.408,00
USA;BAQ;177.344,00;32.358,00;131.171.566,00
USA;BAQ;165.552,00;29.963,00;126.804.844,00
USA;BAQ;1.956,00;7.099,00;30.319.263,00
USA;BAQ;86.332,00;69.660,00;295.278.291,00
USA;BAQ;978;3.006,00;12.489.749,00
USA;BAQ;978;2.687,00;11.165.985,00
USA;BAQ;3.410,00;4.364,00;17.985.022,00
USA;BAQ;34;1.323,00;5.453.146,00
USA;BAQ;1.124,00;6.156,00;25.368.390,00
USA;BAQ;267;915;3.772.056,00
USA;BAQ;1.050,00;6.724,00;27.709.933,00
USA;BAQ;400;1.848,00;7.615.729,00
USA;BAQ;19;165;681.262,00
USA;BAQ;290;828;3.411.873,00
USA;BAQ;374;1.011,00;4.168.007,00
USA;BAQ;67;410;1.693.162,00
USA;BAQ;3.270,00;7.696,00;32.578.208,00
USA;BAQ;8.704,00;16.990,00;72.265.978,00
USA;BAQ;47.860,00;131.848,00;558.500.180,00
USA;BAQ;1.440,00;1.303,00;5.372.464,00
USA;BAQ;78;296;1.222.546,00
USA;BAQ;1.600,00;708;2.917.398,00
USA;BAQ;5.100,00;7.483,00;30.834.599,00
USA;BAQ;180;570;2.348.753,00
USA;BAQ;2;1;4.120,00
USA;BAQ;1;2.912,00;11.999.245,00
USA;BAQ;790;189;781.269,00
USA;BAQ;978;3.430,00;15.049.753,00
USA;BAQ;2.105,00;3.721,00;16.325.569,00
USA;BAQ;17.898,00;49.422,00;216.798.519,00
USA;BAQ;28.774,00;30.605,00;131.240.859,00
USA;BAQ;14.720,00;18.560,00;78.874.617,00
USA;BAQ;99.954,00;78.732,00;333.733.138,00
USA;BAQ;9.072,00;9.504,00;40.286.030,00
USA;BAQ;48.760,00;65.940,00;279.214.355,00
USA;BAQ;23.027,00;46.814,00;198.912.686,00
USA;BAQ;262.870,00;243.541,00;1.032.577.504,00
USA;BAQ;173.402,00;206.330,00;872.698.228,00
USA;BAQ;19.615,00;45.830,00;195.469.973,00
USA;BAQ;25.015,00;141.303,00;608.248.005,00
USA;BAQ;167.121,00;31.078,00;131.523.152,00
USA;BAQ;38.100,00;5.425,00;22.032.033,00
USA;BAQ;1.300,00;8.090,00;34.240.488,00
USA;BAQ;60;6;26.661,00
USA;BAQ;4.680,00;11.404,00;48.264.475,00
USA;BAQ;40.752,00;37.332,00;157.292.965,00
USA;BAQ;1.177,00;3.477,00;14.716.802,00
USA;BAQ;2.706,00;5.660,00;23.956.801,00
USA;BAQ;978;2.687,00;10.913.074,00
USA;BAQ;3.270,00;13.639,00;57.720.679,00
USA;BAQ;6.882,00;12.375,00;52.374.606,00
USA;BAQ;18.239,00;43.020,00;178.998.080,00
USA;BAQ;1.293,00;3.870,00;16.079.700,00
USA;BAQ;23.471,00;49.404,00;206.814.468,00
USA;BAQ;43.634,00;128.328,00;536.385.728,00
USA;BAQ;5.435,00;19.036,00;80.560.923,00
USA;BAQ;2.880,00;6.386,00;27.027.095,00
USA;BAQ;2.217,00;5.547,00;23.048.947,00
USA;BAQ;3.214,00;7.720,00;31.351.069,00
USA;BAQ;5.377,00;9.989,00;40.567.366,00
USA;BAQ;11.977,00;33.615,00;136.508.780,00
USA;BAQ;2;4;20.611,00
USA;BAQ;1;2;10.462,00
USA;BAQ;17.144,00;11.610,00;49.080.843,00
USA;BAQ;263.367,00;328.971,00;1.390.750.506,00
USA;BAQ;89.600,00;98.630,00;417.304.069,00
USA;BAQ;13.680,00;48.427,00;205.916.812,00
USA;BAQ;273.000,00;22.877,00;94.745.150,00
USA;BAQ;184.985,00;2.253.311,00;9.558.018.012,00
USA;BAQ;8.024,00;447.989,00;1.890.403.359,00
USA;BAQ;39.916,00;35.380,00;149.580.310,00
USA;BAQ;24.970,00;6.839,00;30.002.561,00
USA;BAQ;98.800,00;83.068,00;352.112.791,00
USA;BAQ;3.160.000,00;48.843,00;207.124.775,00
USA;BAQ;54.679,00;147.271,00;618.238.805,00
USA;BAQ;563.400,00;75.257,00;318.141.407,00
USA;BAQ;101.370,00;1.098.180,00;4.619.598.589,00
USA;BAQ;1.710,00;94.752,00;401.640.574,00
USA;BAQ;197.600,00;166.136,00;704.225.583,00
USA;BAQ;9.798.611,00;124.128,00;531.123.791,00
USA;BAQ;30.837,00;74.900,00;312.933.912,00
USA;BAQ;6.149,00;1.352,00;5.602.443,00
USA;BAQ;0;2.526,00;10.644.488,00
USA;BAQ;9;51;218.578,00
USA;BAQ;1;6.200,00;26.126.614,00
USA;BAQ;0;3.919,00;16.515.812,00
USA;BAQ;0;18;76.694,00
USA;BAQ;0;107;453.001,00
USA;BAQ;2;1.702,00;7.172.176,00
USA;BAQ;0;51;214.912,00
USA;BAQ;0;2.829,00;11.923.680,00
USA;BAQ;0;296;1.249.147,00
USA;BAQ;1;3.456,00;14.563.480,00
USA;BAQ;0;1.708,00;7.197.460,00
USA;BAQ;1;48;202.270,00
USA;BAQ;15;223.698,00;942.656.661,00
USA;BAQ;1;10.000,00;42.139.700,00
USA;BAQ;181.610,00;533.821,00;2.247.849.190,00
USA;BAQ;49.464,00;49.680,00;213.639.649,00
USA;BAQ;18.076,00;245.656,00;1.043.070.428,00
USA;BAQ;179.760.000,00;732.665,00;3.161.767.821,00
USA;BAQ;18.615,00;65.325,00;276.154.928,00
USA;BAQ;5.400,00;31.806,00;133.633.863,00
USA;BAQ;4.577,00;508.694,00;2.158.578.462,00
USA;BAQ;527;154.167,00;651.380.189,00
USA;BAQ;84.472,00;482.111,00;2.047.074.023,00
USA;BAQ;114.846,00;671.204,00;2.841.281.042,00
USA;BAQ;662.905,00;6.756.443,00;28.658.156.038,00
USA;BAQ;5.103,00;125.626,00;530.925.463,00
USA;BAQ;88.904,00;81.600,00;350.101.944,00
USA;BAQ;24.598,00;39.525,00;166.557.164,00
USA;BAQ;9.073,00;180.036,00;748.038.777,00
USA;BAQ;24.970,00;6.989,00;29.453.543,00
USA;BAQ;24.970,00;8.337,00;36.575.444,00
USA;BAQ;130;26.928,00;113.633.719,00
USA;BAQ;12;1.798,00;7.887.214,00
USA;BAQ;8.489,00;25.388,00;105.142.624,00
USA;BAQ;1.322,00;14.547,00;61.033.873,00
USA;BAQ;12;130;552.018,00
USA;BAQ;3.005,00;50.823,00;215.432.726,00
USA;BAQ;56.848,00;448.538,00;1.864.955.866,00
USA;BAQ;15.370,00;102.375,00;431.302.033,00
USA;BAQ;648;15.250,00;64.299.042,00
USA;BAQ;51;3.540,00;15.528.776,00
USA;BAQ;9;6.321,00;27.730.271,00
USA;BAQ;12;706;3.099.175,00
USA;BAQ;15.200,00;319.200,00;1.341.128.376,00
USA;BAQ;54.645,00;192.790,00;807.673.853,00
USA;BAQ;1.145.300,00;154.753,00;643.326.976,00
USA;BAQ;1.808,00;293.663,00;1.242.954.074,00
USA;BAQ;13;679;2.870.440,00
USA;BAQ;406;184.158,00;751.169.483,00
USA;BAQ;9.323,00;53.116,00;218.954.319,00
USA;BAQ;15.356,00;95.314,00;397.484.815,00
USA;BAQ;494.420,00;5.071.275,00;21.260.369.572,00
USA;BAQ;2.008,00;118.565,00;505.735.441,00
USA;BAQ;195;37.282,00;156.811.910,00
USA;BAQ;6.190,00;46.581,00;204.336.413,00
USA;BAQ;15.465,00;52.477,00;224.196.367,00
